image,caption_1,caption_2,caption_3,caption_4,caption_5
2420546021_4a59790da6.jpg,An Asian girl is dressed in a colorful costume and yellow headdress .,A woman wearing a colorful costume looks at the camera .,A girl in colorful clothes and hat posing for the camera .,A young woman with colorful clothes on .,"A child is in colorful , native clothing ."
242064301_a9d12f1754.jpg,A man with a brown bag walks in front of a gray wall .,A man walking in front of a black cement wall with a bag on his shoulder .,There is a man walking with a bag in front of a black square paneled wall .,A man with a messenger bag in front of a gray tile wall .,A man wearing a black shirt and carrying a messenger bag is walking .
2420696992_22e0dd467d.jpg,A little boy with an orange shirt is riding his blue and white toy car .,A child in an orange shirt sitting on a blue and white toy car .,The boy is riding on a toy truck .,A toddler boy is riding a push car designed as a police car in a home .,A small child on a blue toy is wearing an orange shirt .
2420730259_86e7f8a815.jpg,a man in a green shirt is kissing a crying toddler whilst watching runners in a road race .,A man kissing a baby at a marathon .,A man wearing a green shirt is trying to comfort his crying child by holding the child and giving him a kiss on the cheek .,Man kisses crying baby at a marathon .,A man holding and kissing a crying little boy on the cheek .
242109387_e497277e07.jpg,A boy jumping in a moonwalk .,A kid takes flight inside a multicolored balloon bounce house .,A boy bounces in an inflatable playhouse .,A boy in a blue shirt plays in a jumping tent .,A young boy jumping in a jumping castle .
2421446839_fe7d46c177.jpg,"A dog jumps up towards a woman in a car , while another dog is outside the car .",White and black dog jumps at someone through car window .,A small dog jumps by a car to reach a lady 's face while another dog watches .,A small black and white dog jumps at a woman in a white jeep while a golden dog follows beside them .,An orange dog and a little white dog with black spots are next to a white car .
2422018883_336519b5c6.jpg,A young Asian girl wearing a dress running .,A young Asian girl wearing flip flops and a flowered sundress runs down the street .,A small toddler girl in a white dress walking,A little girl wears a white dress and pink flip flops .,A baby in a white and pink dress walks outside .
2422302286_385725e3cf.jpg,The small child is sitting in a red and yellow toy car .,Small girl riding in play car .,There is a child in a red and yellow toy car .,A little kid in a toy car .,A child sits in a plastic toy car .
2422482455_b98d9c2120.jpg,A woman holding a stick out for a dog .,A person in an orange coat prepares to throw a stick to a black dog .,A man in an orange shirt plays fetch with a black French poodle,A person playing with her large black dog .,Woman in orange jacket playing with a black dog
2423085253_6c19149855.jpg,A child running outside with a bright colored ball next to her .,The girl is running on the grass next to a colorful toy .,A little girl in a red and white shirt is playing with a inflatable ball .,A little girl is running by a colorful ball on the grass .,"A little girl , running in the grass , kicking a beach ball ."
2423138514_950f79e432.jpg,"Two naked children , one with a mark on his chest .",Two naked boys at a pool .,"Two young , naked boys are wet , while one raises his arm .",Two naked boys smiling and playing .,Two naked young boys play in the water .
242324909_06d5a6c44b.jpg,a little brown dog with a blue collar is being walked along a path .,A small brown dog on a leash .,A little brown dog walks on the sidewalk with its tongue sticking out .,A Dachshund going for a walk .,A small brown dog is pulling on its blue and white leash while on a walk .
2423292784_166ee54e0b.jpg,This boy in the striped shirt is putting a strainer on top of his head .,A boy with a metal colander on his head .,A little boy clowns with a colander on his head .,A mad boy who has a bowl on his head .,A young boy wears a metal colander on his head .
2423550887_ffc9bbcf71.jpg,Female in red jacket standing in front of a white tower surrounded by rocks .,Man in red jacket standing in front of lighthouse .,A man in a red coat stands in front of a lighthouse surrounded by a stone wall .,A man in a red jacket is standing in front of a tall white building .,Girl in red jacket poses for a picture in front of a white lighthouse .
2423856014_8df0e7f656.jpg,A youngster playing in the park .,a young child wearing a green shirt with his arms wide open,A child standing in the grass with their arms spread wide .,A small child in a yellow shirt is holding their arms out to the sides .,A young boy with long curly hair walks outside with his arms spread .
2423894412_d952d5d103.jpg,"This appears to be a woman posing near a large , moss-covered rock outcropping .",A large rock formation in the middle of a forest .,A man hangs from the edge of a rock .,A guy is hanging on a big rock in the woods .,A person hangs of the vertical side of gigantic rocks in a wooded area .
2424111022_4e332b8aee.jpg,A boy wearing a white shirt climbs on a forest hill .,A smiling boy kneeling in a forest .,A little boy in blue jeans climbs a small incline in the woods and turns around to smile .,A boy in the woods .,A young boy smiling in the woods .
2424398046_1a55c71376.jpg,A young boy is playing a red guitar .,A little boy rocks out with his small guitar .,A toddler plays the guitar and pretends to be a rock star .,A little boy is playing a miniature guitar and making a face .,A little boy in a black shirt is holding a red guitar .
2424976964_98f58a0618.jpg,three young woman walking down a sidewalk looking up,"Several young people , two on a bike , are walking near parked vehicles .","Three women walk down a city street , as seen from above .",Three girls carrying large handbags are walking down the sidewalk .,"Five young people on the street , two sharing a bicycle ."
2425262733_afe0718276.jpg,"A man in a hoodie skateboards in front of a blue sky and building , shot from below .",A skateboarder jumps midair near a building .,A skateboarder making a jump .,Man with jeans and a hooding doing skateboarding tricks .,A kid wearing a brown hoodie doing an ollie .
242558556_12f4d1cabc.jpg,A woman with blonde hair is smiling and putting on a white sweater .,A blond haired lady in white poses for the camera .,A blonde woman with her hair up is taking off a white sweatshirt .,A girl with a white sweatshirt and blond hair is smiling .,A woman poses for a picture outdoors .
242559369_9ae90ed0b4.jpg,A nude woman submerges herself in a natural pool .,A naked woman steps into the water .,A naked woman is taking a dip in an isolated rocky pool .,Woman wearing a body suit standing on some large rocks with a green hill in the background .,A naked woman kneels on the rocks of a shallow stream .
2426215757_e008a91fcb.jpg,A person is waterskiing in a lake near autumn colored trees .,A girl waterskis on an autumn day .,A person on a waterski .,A waterskier being pulled dressed for the cold with a life jacket on .,A young person is wakeboarding off the back of a water vehicle .
2426303900_0a8d52eb14.jpg,Two children in the bathtub with an umbrella .,two young children under a blue and yellow umbrella .,Two little kids are in a bathtub with a yellow and blue umbrella .,Two kids are taking a bath with an umbrella .,Two children with a yellow and blue umbrella play in the bathtub .
2426724282_237bca30b5.jpg,"A small , white dog with his tongue out is jumping up to catch a toy .",A white dog is jumping up in the air to catch a Frisbee .,White dog with dark markings jumping to catch an object .,a small black and white jumping to catch something in its mouth .,A dog in a field jumps for a Frisbee .
2426781076_e3f4d2685c.jpg,A kid in black going down an inflatbale slide .,A boy speeding down a steep slide .,Boy sliding down a slide on his knees .,The boy is coming down the amusement slide on his knees .,A boy wearing all black is sliding down a blow up yellow slide .
2426828433_ce894d1c54.jpg,three dogs run through the grass .,Three large black dogs are playing in the grass .,Three black dogs play in the grass .,Three black dogs play in the glass .,Three black dogs on grass .
2427490900_5b7a8874b9.jpg,Many people sit at the base of a large marble archway engraved with names .,People sit on both sides of a memorial .,A group of people sit together near the stairs of a monument .,A group of people sit on both sides of a red stone structure .,a group of people sitting on the ground outside of a monument .
2427558437_3e839056d7.jpg,A big dog and a little dog stand near each other near the water .,Two brown dogs together standing on the bank of a lake .,Two dogs pass each other near some water .,The two dogs are walking past each other on a beach,A large brown dog and a small brown dog are standing near each other beside a body of water .
2428086758_bce4733f7e.jpg,The big dog is checking out the smaller dog .,A big brown dog sniffs a smaller dog in the gravel beside a body of water .,A large dog stands with a smaller dog near the edge of the water .,a big dog stiffing a smaller dog near the edge of a river .,A red dog looks at a brown dog on a dirt path next to a lake .
2428094795_d3a8f46046.jpg,A little girl with purple hat is riding a tricycle along paved road by some farmland .,A young girl in blue hat and coat is riding a tricycle .,A little girl with a purple fuzzy hat is riding a tricycle outside .,Little kid in blue coat and hat riding a tricycle .,A child in a fuzzy blue hat on a tricycle .
2428275562_4bde2bc5ea.jpg,A black dog running on a sand mound .,A black and white dog is climbing down a hill .,A black and white dog wearing a red collar is digging in the dirt .,A,A black and white dog is sliding down a sandy hill .
2428751994_88a6808246.jpg,A brown and white dog is running on the grass .,A dog runs in a field .,A smiling dog runs in the grass .,A dog running on the grass,A black and white dog runs over the green grass .
2428797297_7fc3c862db.jpg,Two dogs are playing tug of war with a green toy .,Two dogs sharing a toy .,"Two dogs , one brown and white , the other black and white , play tug-of-war with a green toy .",Two dogs fight over a green stuffed toy .,Two dogs holding a green and orange toy between them .
2428959030_bdffc2812e.jpg,A teenage boy skateboards by a fence .,boy skateboarding on ledge,A boy rides his skateboard up an incline next to a fence .,a young man with a black striped shirt on skateboarding on a wall .,A teenager is riding a skateboard alongside a metal fence .
2429212017_77fc107699.jpg,Two children play in a yard with farm animals .,Two children playing in a fenced in grassy area with farm animals .,Two children playing around farm animals .,Two kids playing in a yard with some farm animals .,The children in the scene are in a petting zoo and are acting like a duck or chicken .
2429272699_8a9699775e.jpg,A man walks down the street .,A man in black with a scarf walks down a street .,"a man wearing black , walks down the street .",A man in a striped scarf walking down the sidewalk .,A young man wearing jeans and jacket walking down a street .
2429729667_42effc165d.jpg,A young boy and girl are trying to hit a man with balls in a fair game .,Children watching a play .,Children are throwing food at someone as part of an amusement park game .,A girl has her head in a wooden cut out of a pirate ship while people throw tomatos .,A little girl throws an object at a man who is standing behind a cutout of a sailor on a ship .
2429978680_1e18a13835.jpg,A dog is catching a ball .,A dog with its mouth wide open to catch a ball in the sand .,A dog is running and catching a ball,A dog is running on the sand whilst chasing a ball .,A brown and white dog attempts to catch a dirty tennis ball in a dirt field .
2430860418_fd0726f414.jpg,Two white dogs outside on a sunny day .,The white dog with pointed ears is running on the dirt .,A dog running in the sand .,A white dog running on a dirt field,A white dog is running on sand .
2431120202_b24fe2333a.jpg,A girl cross-country skis .,Little girl on skis,A girl on skis in snow .,A little girl wearing a purple winter coat and sunglasses skiing in the snow .,The young girl is cross-country skiing .
2431470169_0eeba7d602.jpg,Man reading a newspaper at an outdoors restaurant .,Man reading in a chair outside,a single man sitting at a round table reading outside of a shop,The man is taking notes at the table .,"A man sitting at an outside table , eating lunch , marking on a paper ."
2431723485_bc6b8e6418.jpg,a woman wearing a black helmet riding on a bike,a biker bikes through the woods .,A mountain biker rides in the woods .,A woman rides her bike by some trees .,"A girl on a bike is wearing a backpack and a helmet , and riding through a wooded area ."
2431832075_00aa1a4457.jpg,A girl in a bounce house .,"This girl is playing on an object which is yellow , green , red , and blue .",A girl playing on a parachute .,A girl bouncing on a colorful sheet .,The little girl is playing with her shoes off .
2432038587_5e4148e277.jpg,"A large , black dog is chasing two geese in a field .",Dog runs after two geese in field,A dog chasing 2 geese in an open field .,A black dog chasing geese .,A dog chases two geese .
2432061076_0955d52854.jpg,A dog in the water near the beach with an urban horizon behind .,Tan and white dog running in water .,The large brown and white dog splashes on the shore .,A brown dog runs through the water on a beach .,A dog running in the surf .
2432709509_2a4d0c833f.jpg,A child is crying in a low cut field with a drainage pipe nearby .,A child is sitting on the grass by a concrete storm drain .,The young child is sitting on the grass in a park .,Baby by sewer drain cries,A young boy sitting is a field with a drain pipe in the background .
2433175169_da939372f2.jpg,Man standing on rock with outstretched hands .,a man standing on a concrete platform with his arms wide open,The man is standing on a stone stump on top of a hill with his arms outstretched .,A man is standing on a stone structure with his arms out like a bird .,Man with outstretched arms standing on a stone base
2434006663_207a284cec.jpg,"A dog holding a stick running in the sand , chased by a grey dog .",A brown dog is chasing a black dog on the sand .,Two dogs running near a line of tall trees .,Two dogs fetch sticks in the snow next to the tree line .,Two dogs running through sand .
2434074318_e35a567220.jpg,A man stands on a peak near a statue .,A man stands at the peak of a mountain and has his hand on a monument .,A man stands near a statue on a mountaintop .,A male hiker wearing a brown hat is standing next to a triangular monument on the top of a mountain .,A man with a hat stands next to a pyramid-shaped monument on a cliff .
2435166927_28b8130660.jpg,A girl in a gray shit is throwing her hands up .,A girl in a grey shirt puts her hands over her head in a gesture .,A young girl raises her arms over her head in front of a couple of other people in the park .,A young dark haired girl with her hands raised over her head .,A young girl in a grey illustrated shirt is holding her hands over her head .
2435685480_a79d42e564.jpg,A hiker in a jacket and knit cap sits with a backpack on atop a stone with a cloudy sky in the background .,A woman with her backpack sits on a large rock and looks down over the mountains .,"A woman in a knit cap and green coat its on a stone block , looking out .","A girl wearing a brown cap , red sneakers , and a dark green coat sits on a rock bench .",The lady is sitting on a rock .
2436081047_bca044c1d3.jpg,A little girl wearing a pink shirt jumps off a swing .,A girl dismounts from a swing as high as she can and lands on the rubber tiles below .,A girl in a pink shirt jumping out of a moving swing .,The young girl in the pink shirt and blue jeans is jumping off the tire swing .,A young girl jumps off a playground swing .
2436160351_108924a65b.jpg,One boy rides a tricycle while another walks beside him .,Two small boys are wearing red shorts and yellow sleeveless shirts .,Two young children with red dots are their foreheads are both wearing yellow shirts and red shorts and one is riding a red tricycle .,Two little boys in yellow shirts and red shorts .,two indian children walk and ride bikes down the street .
2436398074_8737f40869.jpg,A dog drinks from a sprinkler .,A black dog bites at a stream of water on the grass .,A black dog is being squirted with a jet of water .,The dog tries to bite the water coming out of the sprinkler .,A dog drinks water outside on the grass .
2437266971_b91a8f9a00.jpg,A masked man in blue shirt and a tie holding papers in front of him .,A man in a button up shirt and tie is wearing a smiling mask .,A man in a blue shirt and tie is wearing a white mask whilst handing out papers .,Man in business attire with Guy Fawkes mask holding paper at protest .,A man hands out fliers while wearing a mask .
2438085746_588dce8724.jpg,A black and white dog leaps to catch a Frisbee in a field .,A small black and white dog jumping on the grass to catch a Frisbee,A black and white dog is playing with a Frisbee outside .,A black and white dog catc,A black and white dog jumps to catch the green Frisbee .
2439031566_2e0c0d3550.jpg,a couple riding a bike,A man and woman sitting on a motorcycle .,a couple riding down the street on a motorcycle,Two people ride together on a black motorcycle .,A man sits on a motorcycle and a woman is on the back .
2439154641_bbf985aa57.jpg,A man jumping in front of a mountain .,A man in shorts and a t-shirt is jumping in front of a desert landscape,A man wearing a gray shirt jumps through the air with mountains in the background .,A man in a gray shirt jumps in the air .,A man jumping .
2439384468_58934deab6.jpg,Two dogs run around together in the field .,Two black and brown dobermans running in a field playing ball .,Two doberman 's run through a field while one of them holds a tennis ball in its mouth .,Two black and brown dogs are running through a field .,"Two large black dogs , one with a ball in its mouth , are running through tall grass ."
2439813616_c9ac54cc9f.jpg,Skateboard rider balancing on a rock on his skateboard .,A boy skateboards up a concrete ramp .,A skateboarder wearing a red plaid shirt does a trick off of a concrete ramp .,its a distorted lens ( almost fish eye ) of a teenage boy skateboarding on a concrete block .,A man does tricks on his skateboard off a ramp .
2441313372_6a1d59582b.jpg,A young boy with a cast on his arm is lying on a hospital bed .,A boy with an injured right arm and wearing blue shorts is lying on a bed with a towel .,A boy sleeps in a hospital bed while wearing a cast on his arm .,A young boy with a broken arm sleeping in a hospital bed .,A boy wearing an arm cast lying in a hospital bed
2441354291_b32e00e5a6.jpg,The child is running through a puddle in a street .,The little boy is jumping into a puddle on the street .,a young child wearing green boots playing in a mud puddle,A child in green shoes is splashing in a puddle .,A child is walking through a puddle wearing green sandals
2441629086_52f68eb316.jpg,A girl is peeking in a window .,A small girl in a pink shirt and blue jeans is peeping through a window into a house .,A girl peers into a window .,A little girl is trying to look into a dark window .,
2441815792_43565b1312.jpg,A person standing on a pillar taking a group photo .,A group of people outside having their picture taken,A group of people gather for a picture while a woman stands on a post and takes the picture .,A woman stands on a concrete block taking a picture of a group of people on a sidewalk beside the road .,A group of people having their picture taken .
2442243868_abe8f74fb4.jpg,A dog prepares to bite a yellow dog toy .,a dog chases a toy .,A brown dog chasing a yellow toy .,A tan dog wearing a blue collar is playing with an orange toy .,A brown dog lunges for a yellow toy .
2443229844_277cded27d.jpg,A child in a bright blue sweatshirt playing in the woods with a red wagon .,A kid playing outside with a wagon .,A child wearing a blue sweatshirt makes a funny face standing next to a wagon .,A young boy is playing in the yard .,A girl in a forest carries a metal bowl towards a red wagon .
2443380641_7b38d18f5b.jpg,a young man wearing a yellow shirt and baseball helemt swinging a bat,A child in an orange shirt holding a baseball bat watches the ball thrown at him .,Boy in yellow shirt getting ready to hit orange ball with baseball bat,A little league game in action .,A young boy is getting ready to hit a baseball .
2443512473_6f5a22eb42.jpg,A dog weaving through an obstacle course .,A competition dog running between poles,A black and white agility dog weaving between poles .,A black and white dog running between poles .,A black and white dog weaves between metal bars .
244368383_e90b6b2f20.jpg,A crowd of scantily clad people at an outdoor festival,A crowd of people are socializing .,Many people standing around listening to music .,a large crowd of people .,"A large group of people fill the picture , which is taken from above ."
244399048_8332bb3270.jpg,Dog jumping up with something in its mouth .,The furry brown and white dog is jumping around near a door .,A blurry dog inside on a carpet .,A dog standing up on two legs with something in his mouth .,A dog is jumping up in the air to catch a toy .
2444134813_20895c640c.jpg,a group of muzzled greyhound dogs jumping over a wall .,many dogs jump over a fence .,Four dogs jumping over a hurdle .,The dogs jump over an obstacle at an event .,The dogs are racing .
2444339090_bf7b3211f4.jpg,A black and white dog runs through pole obstacles .,a black and white dog running through some red and white poles,The white dog is running through white posts on an obstacle course .,A white dog with a black patch goes through an obstacle .,A white dog moving through red and white checkered poles .
244443352_d7636e1253.jpg,A dog in the snow .,A brown dog in a red collar is diving into the snow .,A brown dog wearing a red collar diving into snow .,A yellow dog with a red bandanna fallen through the crust of the snow .,A brown dog has his face down in the snow .
2444741900_5cb3ef3e1d.jpg,Some people hanging out in the snow .,Snow skiers gather at the bottom of a snowy hill .,A bunch of people are standing or sitting in a snow valley .,A number of people standing and laying under a mountain covered in snow .,Sledding and skiing enthusiasts gather at a snowy rock formation .
2444821454_22a346c996.jpg,A dog jumping for a Frisbee in a field .,A dog is on his hind legs and a Frisbee is near the ground .,a black and white dog jumping in the grass after a Frisbee .,A black and white dog is in the grass with a red striped disk .,A black and white dog jumps in the air near a red Frisbee .
2444935470_7b0226b756.jpg,A young child with orange sleeves stands alone in the woods .,A young child is standing in front of some trees .,Small boy in forest .,The little boy poses in the garden .,A little boy is standing alone in the a wooded park .
2445283938_ff477c7952.jpg,Little girls sitting in a circle on wooden floor surrounded by observer area .,The young girls sat in a circle on the wood floor .,A group of girls sit back to back .,Little girl in bare feet sitting in a circle .,a group of girls sitting in a circle
2445442929_8c81d42460.jpg,A man sits at a table outdoors and watches people .,A man in a checked shirt is sitting at a table looking back at a group of people behind him .,A man sits at a table outside and looks toward the horizon .,A man sits at a wooden table and looks away to a crowd of people .,A man sitting at a picnic table with a tray and partially consumed beer in front of him .
2445654384_4ee3e486e1.jpg,a person helping a small baby down a blue slide,A man with sunglasses is helping a child with sunglasses slide down a slide .,a man in sunglasses is holding a child at the top of a slide,A man in a black shirt is holding a child wearing sunglasses .,A man holding girl at top of a slide
244571201_0339d8e8d1.jpg,A bunch of dogs and kids playing in a swimming pool .,Several people and dogs are in or near a large outdoor swimming pool .,People and several dogs in a swimming pool in a park like setting .,"Five dogs are swimming and four people are wading , together inside a dog park pool .",Dogs and people play in a pool .
2445783904_e6c38a3a3d.jpg,a grey dog walking on a leash in some grass,A dog with a red collar is walked on a field .,Brown dog on a leash is sniffing the ground in a field of grass .,The large brown dog with the red collar is in the grass .,"A dog , nose to the ground , walks in a grassy field ."
2446315531_7c9704eec0.jpg,Two brown dogs are biting each other .,Two brown dogs biting each other on sand .,Two tan colored dogs playing .,Two brown dog grapple each other in a sandy area .,Two brown dogs are wrestling with each other on some wasteland .
2446601467_a35841cb1d.jpg,A baby looks out over the edge of its playpen .,A baby peeking out from inside her cot,A small child is standing in his blue and aqua playpen and all you see if from his eyes up .,A baby is peeking over the top of a blue playpen .,a baby is peeking his head over blue playpen .
2447035752_415f4bb152.jpg,"people lounge in a man made pool , next to a river",Seven people are wading in a natural pool .,Some people are sitting in a watery pool beside the river .,People in or near water with trees in the background .,There are people in swimming pool next to a river .
2447284966_d6bbdb4b6e.jpg,A young boy practices his bat swing while in the stands with blue seats .,A little boy is holding a skinny baseball bat while standing between two rows of blue seats .,"A small boy dressed in a black sweatshirt with a logo on it , holds a red bat in front of blue stadium seats .",The boy wearing a black shirt and blue jeans is holding a red baseball bat .,A young boy in a team sweatshirt is in a sports stadium near blue seats swinging a red bat .
2447289477_e888df561d.jpg,The woman in the blue shirt sits on a bench in a museum as others pass her by .,A woman wearing a blue shirt sits on a white bench .,A woman in jeans rests on a bench in a gallery or shop setting .,The lady in the aqua shirt and blue jeans is sitting on a white bench .,Woman sitting alone with drink on a bench as people walk by .
244760289_f4467b2b67.jpg,Three men standing in the tide at a beach .,Three people in jackets at a rocky beach .,Three men wade into the ocean shore .,"Three men stand on the beach , fully clothed .",Three people on a beach .
244760301_5809214866.jpg,A group of men wearing similar clothing backpacks through the countryside .,Several hikers walking along a rocky path .,People walking,A group of scouts are hiking through the grass .,A group of people in matching outfits hiking up a trail with one person lagging behind .
244774022_a12c07afdb.jpg,A man surfing in the ocean .,Man riding a surfboard on a wave .,A man in black on a surfboard riding a wave .,A longhaired man surfing a large wave .,A surfer showered in the spray of a wave .
2447972568_1e9b287691.jpg,A man with a close-cropped haircut is waiting to catch a child that he has thrown into the air .,A man is throwing a girl into the air .,A man throws a child into the air .,A girl flies through the air as a man stands with his arms outstretched .,A man tosses a child in camouflage into the air .
2448210587_9fe7ea5f42.jpg,A woman and a dog sit on a tree stump .,An old woman with a white dog,An elderly woman sits on a tree stump with a white dog .,There is an older white haired lady and a bulldog sitting on a tree stump .,A white bulldog sitting on a tree stump gives paw to an older woman wearing a black jacket .
2448270671_5e0e391a80.jpg,A dog is jumping over a log with ears flying and tongue out .,The dog with big ears is leaping over a fallen tree .,A brown dog is leaping over a fallen tree in the woods .,A dog leaps over a log in the woods .,A brown dog with tongue sticking out jumping over a log .
2448393373_80c011d301.jpg,A boy plays baseball .,"A boy with a plastic bat , looking skyward , about to throw a ball .",A little boy plays baseball with himself .,A young boy wearing blue is holding a blue baseball bat and holding a white ball in his hand .,A small boy playing in the grass with a blue bat and a ball .
244867897_d00369a779.jpg,Two dogs are fighting over a plastic bag .,Two medium sized light brown dogs are playing tug of war with a dish cloth .,Two brown dogs fight over some cloth .,two golden dogs are chewing a white cushion on a wooden patio .,Two dogs fight over a bag on a wooden deck .
244870123_dcb6e53643.jpg,Two dogs are tugging at a piece of white material .,Two dogs with a rag in their mouths,Two dogs fight over a piece of cloth .,Two large black dogs with red studded collars pulling on ends of a white rag on porch,Two dogs tug on a towel .
2448793019_5881c025f9.jpg,Distorted photograph of a child at the bottom of a slide .,A small child at the bottom of a slide has hair sticking up .,a young child in blue jeans sliding down a blue slide,A young child wearing sunglasses is at the base of a blue slide .,A child with wild hair and sunglasses getting off a blue slide .
244910130_e1f823a28a.jpg,An unshaven man sits in front of an evergreen tree .,A man wearing glasses sits in the grass .,A man with a beard and glasses sits in the grass next to a pine tree .,A man with glasses and a beard sitting in the grass .,A dark haired bearded man in glasses and a Hawaiian shirt is sitting on the grass .
244910177_7c4ec3f65b.jpg,Women walk down a buzy sidewalk .,Three woman walk down a city street and one has a pink purse .,"Three women , two with tattoos , walking down the street",Women are walking through the street drinking iced coffee .,Women walking down the street .
2449289139_08fc1092c1.jpg,The dog runs in the park .,Dog running down paved walkway near a Japanese maple tree .,A black and tan dog is running along a series of stone walkways spaced between grass .,A dog running in a park .,A dog running .
2449446913_28fa5b7c75.jpg,A men 's baseball team leaving the field,Twelve members of a baseball team walk across the diamond .,A group of baseball players wearing blue uniforms walk across the grass .,"A team of baseball players in blue uniforms , walking together on field .","Group of people on a ball team wearing blue and white uniforms some of gloves on their hands one is wearing red shoes , tall trees are in the background ."
2449518585_113dc4a8e5.jpg,A girl swings on a nice day .,The young girl is on a swing outdoors .,The blonde girl with the blue stripe shirt is swinging .,Girl swinging on a swing outside in a wooded area .,Child in a striped shirt is swinging from a rope swing .
2449552677_ee78f01bae.jpg,"A person with a brown hat and black jacket is in a wheelchair crossing in front of a sign that says "" park "" .",The handicapped man wheels past the parking lot .,A person in a wheelchair is on a sidewalk .,A man in a wheelchair riding to the park .,a person wearing a knit cap riding in a wheelchair along a seidwalk outside of a building .
2450299735_62c095f40e.jpg,A little girl splashes in a pool of water .,Little girl slides down in the pool .,A child slides down a slide and into the water .,A girl sliding into a pool,A little girl in a white shirt sliding down a green slide splashing into a blue baby pool .
2450453051_f1d4a78ab4.jpg,Man in white shirt tossing Frisbee for black and white dog who has a white Frisbee in its mouth .,A man is throwing freesbies into the air and the border collie is catching them in the air .,A dog jumps for a Frisbee at the Purina Incredible Dog Challenge .,A black and white dog catches flying discs thrown by a man .,a black a white dog catching Frisbees thrown by a man in a white shirt
2450486758_a66fd296ea.jpg,A large crowd of people are sitting watching a dog jump high up to catch a Frisbee with a man standing under the dog looking up at it .,A man ducks down as a dog flies over his head to fetch a Frisbee .,A white dog in a blue leaps over a man in a blue outfit with yellow stars in order to catch a Frisbee whilst people stand by and watch .,Man and jumping dog perform Frisbee act for crowd at outdoor event .,A dog with a Frisbee jumps over a man
2451114871_8617ae2f16.jpg,Dogs run at a dog racetrack .,Greyhounds racing chasing a mechanical rabbit around the track .,"Four dogs in blue , green , red and black jerseys are racing .",Dogs with muzzles are racing around a sandy track .,Four dogs race around a turn .
2451285022_59255e7fd9.jpg,A man holds his brown dog back from jumping in the water .,A man is crouching down holding on to his large brown dog .,The man wearing a tan hat and white shirt holds his brown dog which is wearing an orange collar .,A man in a white shirt is leaning over a brown dog in an orange collar .,a man standing behind a black dog with a red collar
2451988767_244bff98d1.jpg,"A little boy with his leg covered in painters tape , his brother wearing a superman cape .",One boy has his leg wrapped in blue material and the other boy is wearing a red cape .,Boy with blue cast sits with a boy in an orange cape .,two kids playing super heroes,a boy with his leg wrapped in blue tape
2452238877_2340609c6e.jpg,A gold dog jumping off a wooden porch .,Brown dog jumping off of a deck .,A Golden Retriever jumping off a wood porch .,A dog jumps off a wooden porch .,A golden retriever is jumping off a wooden porch
2452334314_a7c443a787.jpg,An equestrian and horse make a jump on a course .,White horse with jockey jumps a barrier,The rider is practicing jumps on a beautiful white horse .,A show jumper wearing a blue helmet rides a white horse over wooden fence that is decorated with red and yellow flowers .,A rider on a white horse is in the middle of a jump over a hurdle .
245252561_4f20f1c89e.jpg,A black dog and a white dog play in the street together .,"A black , shaggy haired dog is playing with a brown and white , fluffy dog on the gravel .",Two dogs are playing together on the pavement .,A black dog and a white dog playing in the street .,A black animal and a white animal in motion in close quarters .
2452686995_621878f561.jpg,Two people travel down a path going though a woods with a giant waterfall .,A beautiful waterfall flows down the side of a mossy rock wall .,A beautiful waterfall with two people walking on the road beside it .,A waterfall splashes into a pool at the bottom of a steep grassy hill .,A waterfall cascades into a shallow pool .
2453318633_550228acd4.jpg,A dog jumping through a ring of fire .,a brown and black dog jumping through a hoop of fire,A German shepherd is jumping through a ring on fire .,A tan and black dog leaps through a burning hoop on a field .,A brown and black dog is jumping through a ring of fire .
2453891449_fedb277908.jpg,"Two dogs running in a grassy , fenced in area surrounded by trees .",A white dog is following a black dog through the grassy area .,A white dog chasing a black dog across the grass .,"There are two dogs , black and white , and the black one is jumping .",Two dogs running through a yard with a forest in the distance .
2453971388_76616b6a82.jpg,Two smiling little girls playing in a fountain with other people .,Two girls running through pool while water sprays over them,Two young girls are running through shallow water at a pool .,Two young girls run through a pool while water sprays them .,Two girls run through a sprinkler in a pool .
2453990033_df53f0d8c8.jpg,A girls in a red sweatsuit leaps through the air .,The girl in the bright red outfit is skipping across the path .,A girl in red jumps across a path .,Girl in red jumping up,"A young girl dressed in a red hoodie , red pants and red sneakers in a midair front split pose ."
245442617_407eba1e98.jpg,A young woman holds up a fish she caught .,The woman is holding up the line with the fish that she caught in the lake with her bamboo fishing pole .,A woman in a black bathing suit holds up a fish .,A girl in black tank top catches a fish .,A woman holds a fish up that is connected to her fishing pole .
2455286250_fb6a66175a.jpg,A child holding a soccer ball over his head .,A child holds a soccer ball while people watch .,A child holds a soccer ball above their head while a group of seated people watch .,A boy throws a soccer ball from the sidelines in a soccer game .,A girl in a sports outfit balances a soccer ball on her head .
2455528149_6c3477fd33.jpg,A man and woman are looking at artwork that is on easels and clipped to a fencing wall .,People admiring paintings on the street .,A delivery man is passing by two people at an art gallery .,A man with a basket is walking through an are gallery .,Some people are looking at pictures at an art gallery .
2456030728_d3d147e774.jpg,A little girl with a ribbon in her hair is picking her nose .,An asian girl with a finger up her nose .,A young girl picks her nose .,Young asian girl with blue hair ribbon picking nose .,A little girl with a blue bow holding a plushie while picking her nose .
